name,slug,brand_slug,category_slug,product_code,price,discount_price,currency,stock_status,short_description,description,is_featured,is_active,model-yili,renk,mensei-ulke,uretici,oem-kodu,mpn,ean,upc,motor-hacmi,silindir-sayisi,motor-tipi,sogutma-sistemi,supap-sayisi,sikistirma-orani,maksimum-guc,maksimum-guc-devri,maksimum-tork,maksimum-tork-devri,maksimum-hiz-min,Maksimum-hiz-max,sanziman-tipi,vites-sayisi,debriyaj-tipi,son-aktarma-tipi,yakit-turu,yakit-sistemi,yakit-deposu,yakit-tuketimi-min,yakit-tuketimi-max,yakit-deposu-konumu,uzunluk,genislik,yukseklik,dingil-mesafesi,sele-yuksekligi,yerden-yukseklik,bos-agirlik,tasima-kapasitesi,sele-alti-bagaj-hacmi,on-fren,arka-fren,el-freni,on-suspansiyon,arka-suspansiyon,on-lastik,arka-lastik,on-jant,arka-jant,aku,far-tipi,gosterge-paneli,telefon-baglantisi,navigasyon-destegi,usb-sarj-girisi,anahtarsiz-calistirma,duz-taban,on-cam,start-stop-sistemi,idling-stop,akilli-anahtar,arka-portbagaj,ayak-marsi,on-saklama-gozu,abs,cbs,cekis-kontrolu,immobilizer,garanti-suresi,sertifikalar,bakim-talimati,kullanim-talimati,paket-icerigi
RKS RT250,rks-rt250,rks,cross,,140515,132000,TRY,in_stock,"Hava soğutmalı, arazi/cross kullanımına uygun 250cc motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,250,1,Tek Silindir,Hava Soğutmalı,,,16.49,8000,18.20,6500,95,95,,,,,Benzin,,10,,,,2150,840,1230,1425,,,116,191,,Disk,Disk,,,,90/100-21,120/90-19,,,,LED,Dijital,,,,,,,,,,,,,,,,,36,,,,
RKS Blackwolf,rks-blackwolf,rks,cross,,150000,142000,TRY,in_stock,"Hava soğutmalı, yüksek yerden yüksekliğiyle arazi/cross kullanımına uygun 249cc motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,249,1,Tek Silindir,Hava Soğutmalı,,,18.24,8000,18,7000,,,Manuel,5,,,Benzin,,10,,,,2110,810,1450,1360,910,265,150,,,Disk,Disk,,,,90/100-21,110/100-18,,,,LED,Dijital,,,,,,,,,,,,,,,,,36,,,,
