name,slug,brand_slug,category_slug,product_code,price,discount_price,currency,stock_status,short_description,description,is_featured,is_active,model-yili,renk,mensei-ulke,uretici,oem-kodu,mpn,ean,upc,motor-hacmi,silindir-sayisi,motor-tipi,sogutma-sistemi,supap-sayisi,sikistirma-orani,maksimum-guc,maksimum-guc-devri,maksimum-tork,maksimum-tork-devri,maksimum-hiz-min,Maksimum-hiz-max,sanziman-tipi,vites-sayisi,debriyaj-tipi,son-aktarma-tipi,yakit-turu,yakit-sistemi,yakit-deposu,yakit-tuketimi-min,yakit-tuketimi-max,yakit-deposu-konumu,uzunluk,genislik,yukseklik,dingil-mesafesi,sele-yuksekligi,yerden-yukseklik,bos-agirlik,tasima-kapasitesi,sele-alti-bagaj-hacmi,on-fren,arka-fren,el-freni,on-suspansiyon,arka-suspansiyon,on-lastik,arka-lastik,on-jant,arka-jant,aku,far-tipi,gosterge-paneli,telefon-baglantisi,navigasyon-destegi,usb-sarj-girisi,anahtarsiz-calistirma,duz-taban,on-cam,start-stop-sistemi,idling-stop,akilli-anahtar,arka-portbagaj,ayak-marsi,on-saklama-gozu,abs,cbs,cekis-kontrolu,immobilizer,garanti-suresi,sertifikalar,bakim-talimati,kullanim-talimati,paket-icerigi
RKS TNT125 Pro,rks-tnt125-pro,rks,touring,,140000,130000,TRY,in_stock,"Hava soğutmalı, şehir içi ve şehir dışı kullanım için pratik 125cc touring motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,125,1,Tek Silindir,Hava Soğutmalı,,,8.80,,9.80,,,,Manuel,5,,Zincir,Benzin,,14,,,,,,,,,,130,,,Disk,Kampana,,,,,,,,,LED,Dijital,,,,,,,,,,,,,,TRUE,,,36,,,,
RKS TNT202,rks-tnt202,rks,touring,,160000,148000,TRY,in_stock,"Hava soğutmalı, şehir içi ve şehir dışı kullanım için 200cc touring motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,200,1,Tek Silindir,Hava Soğutmalı,,,12.47,7500,14,6000,,,Manuel,5,,,Benzin,,14,,,,2030,750,1070,1365,,,135,315,,Disk,Disk,,,,110/70-17,140/70-17,,,,LED,Dijital,,,,,,,,,,,,,TRUE,,,,36,,,,
