name,slug,brand_slug,category_slug,product_code,price,discount_price,currency,stock_status,short_description,description,is_featured,is_active,model-yili,renk,mensei-ulke,uretici,oem-kodu,mpn,ean,upc,motor-hacmi,silindir-sayisi,motor-tipi,sogutma-sistemi,supap-sayisi,sikistirma-orani,maksimum-guc,maksimum-guc-devri,maksimum-tork,maksimum-tork-devri,maksimum-hiz-min,Maksimum-hiz-max,sanziman-tipi,vites-sayisi,debriyaj-tipi,son-aktarma-tipi,yakit-turu,yakit-sistemi,yakit-deposu,yakit-tuketimi-min,yakit-tuketimi-max,yakit-deposu-konumu,uzunluk,genislik,yukseklik,dingil-mesafesi,sele-yuksekligi,yerden-yukseklik,bos-agirlik,tasima-kapasitesi,sele-alti-bagaj-hacmi,on-fren,arka-fren,el-freni,on-suspansiyon,arka-suspansiyon,on-lastik,arka-lastik,on-jant,arka-jant,aku,far-tipi,gosterge-paneli,telefon-baglantisi,navigasyon-destegi,usb-sarj-girisi,anahtarsiz-calistirma,duz-taban,on-cam,start-stop-sistemi,idling-stop,akilli-anahtar,arka-portbagaj,ayak-marsi,on-saklama-gozu,abs,cbs,cekis-kontrolu,immobilizer,garanti-suresi,sertifikalar,bakim-talimati,kullanim-talimati,paket-icerigi
RKS 125N,rks-125n,rks,chopper,,174800,164000,TRY,in_stock,"Hava soğutmalı, klasik tasarımlı 125cc cruiser motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,125,1,Tek Silindir,Hava Soğutmalı,,,10.46,7500,11.50,5500,,,Manuel,5,,,Benzin,,11,,,,2050,770,1050,1360,780,200,130,,,Disk,Disk,,,,110/90-17,130/80-17,,,,LED,Dijital,,,,,,,,,,,,,,TRUE,,,36,,,,
RKS SRV125,rks-srv125,rks,chopper,,158670,150000,TRY,in_stock,"Sıvı soğutmalı, sportif tasarımlı 125cc cruiser motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,125,1,Tek Silindir,Sıvı Soğutmalı,,,14.75,9500,12.10,7000,,,Manuel,6,,,Benzin,,14.7,,,,2140,780,1050,1440,720,140,150,,,Disk,Disk,,,,90/90-17,140/90-15,,,,LED,Dijital,,,,,,,,,,,,,,TRUE,,,36,,,,
RKS K-Light 250,rks-k-light-250,rks,chopper,,211450,200000,TRY,in_stock,"V-Twin motorlu, hava soğutmalı 249cc cruiser motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,249,2,V2 (V-Twin),Hava Soğutmalı,,,18.10,8500,16,7500,,,Manuel,5,,,Benzin,,20,,,,2230,920,1090,1530,,,179,,,Disk,Disk,,,,120/80-16,140/70-16,,,,LED,Dijital,,,,,,,,,,,,,TRUE,,,,36,,,,
RKS SRV250VS,rks-srv250vs,rks,chopper,,293970,280000,TRY,in_stock,"V-Twin motorlu, sıvı soğutmalı 249cc cruiser motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,249,2,V2 (V-Twin),Sıvı Soğutmalı,,,27.50,9000,23,7000,,,Manuel,6,,,Benzin,,16.5,,,,2225,830,1105,1520,720,170,178,,,Disk,Disk,,,,130/90-16,150/80-16,,,,LED,Dijital,,,,,,,,,,,,,TRUE,,,,36,,,,
RKS SRV700,rks-srv700,rks,chopper,,365000,350000,TRY,in_stock,"V-Twin motorlu, sıvı soğutmalı 700cc cruiser motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,700,2,V2 (V-Twin),Sıvı Soğutmalı,,,72.42,8000,67,6000,,,Manuel,6,,,Benzin,,16,,,,2230,830,1160,1580,720,160,208,,,Disk,Disk,,,,130/90-16,150/80-16,,,,LED,Dijital,,,,,,,,,,,,,TRUE,,,,36,,,,
RKS C1002V,rks-c1002v,rks,chopper,,512583,502532,TRY,in_stock,"V-Twin motorlu, sıvı soğutmalı 997cc cruiser/chopper motosiklet modeli.",,TRUE,,2026,,Çin,RKS Motor,,,,,997,2,V2 (V-Twin),Sıvı Soğutmalı,,,87.16,7200,89,5250,,,Manuel,6,,,Benzin,,22,,,,2380,918,1135,1665,,,268,,,Disk,Disk,,,,130/70R18,240/40VR18,,,,LED,Dijital,,,,,,,,,,,,,TRUE,,,,36,,,,
