name,slug,brand_slug,category_slug,product_code,price,discount_price,currency,stock_status,short_description,description,is_featured,is_active,model-yili,renk,mensei-ulke,uretici,oem-kodu,mpn,ean,upc,motor-hacmi,silindir-sayisi,motor-tipi,sogutma-sistemi,supap-sayisi,sikistirma-orani,maksimum-guc,maksimum-guc-devri,maksimum-tork,maksimum-tork-devri,maksimum-hiz-min,Maksimum-hiz-max,sanziman-tipi,vites-sayisi,debriyaj-tipi,son-aktarma-tipi,yakit-turu,yakit-sistemi,yakit-deposu,yakit-tuketimi-min,yakit-tuketimi-max,yakit-deposu-konumu,uzunluk,genislik,yukseklik,dingil-mesafesi,sele-yuksekligi,yerden-yukseklik,bos-agirlik,tasima-kapasitesi,sele-alti-bagaj-hacmi,on-fren,arka-fren,el-freni,on-suspansiyon,arka-suspansiyon,on-lastik,arka-lastik,on-jant,arka-jant,aku,far-tipi,gosterge-paneli,telefon-baglantisi,navigasyon-destegi,usb-sarj-girisi,anahtarsiz-calistirma,duz-taban,on-cam,start-stop-sistemi,idling-stop,akilli-anahtar,arka-portbagaj,ayak-marsi,on-saklama-gozu,abs,cbs,cekis-kontrolu,immobilizer,garanti-suresi,sertifikalar,bakim-talimati,kullanim-talimati,paket-icerigi
Kuba Superlight 125,kuba-superlight-125,kuba,chopper,,135300,125000,TRY,in_stock,"Klasik chopper gövdeli, hava soğutmalı, 5 vitesli manuel şanzımanlı, ön ve arka disk frenli motosiklet modeli.",,TRUE,,2026,,Çin,Kuba Motor,,,,,124,1,Tek Silindir,Hava Soğutmalı,,,10.46,9000,8.9,7500,,,Manuel,,,,Benzin,,12.5,,,,2230,850,1150,1440,,,162,352,,Disk,Disk,,,,110/90-16,130/90-15,,,,,,,,,,,,,,,,,,,,,,24,,,,
Kuba KB50-9,kuba-kb50-9,kuba,chopper,,83148,77000,TRY,in_stock,"Klasik chopper gövdeli, hava soğutmalı, 5 vitesli manuel şanzımanlı giriş seviyesi motosiklet modeli.",,TRUE,,2026,,Çin,Kuba Motor,,,,,50,1,Tek Silindir,Hava Soğutmalı,,,3.75,6500,3.20,7500,,,Manuel,,,,Benzin,,15,,,,2020,820,1100,1300,,,128,288,,Disk,Kampana,,,,2.75-18,110/90-16,,,,,,,,,,,,,,,,,,,,,,24,,,,
